timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2024-01-01T00:00:00.000Z";"2024-01-01T23:59:59.999Z";"2024-01-01T22:42:00.000Z";"2024-01-01T05:59:00.000Z";"2781";0.7783917993;0.8464408457;0.7580188503;0.8423881511;162782234.4;927424888.53;1100947214.55;"2024-01-01T23:59:59.999Z"
"2023-12-31T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-31T01:16:00.000Z";"2023-12-31T22:55:00.000Z";"2781";0.809257331;0.8291028245;0.775932539;0.7784091275;151563467.12;804300932.22;1033262462.93;"2023-12-31T23:59:59.999Z"
"2023-12-30T00:00:00.000Z";"2023-12-30T23:59:59.999Z";"2023-12-30T23:22:00.000Z";"2023-12-30T13:34:00.000Z";"2781";0.8053097489;0.8188161979;0.7718193664;0.8096701309;146584590.2;836601753.64;1033262462.93;"2023-12-30T23:59:59.999Z"
"2023-12-29T00:00:00.000Z";"2023-12-29T23:59:59.999Z";"2023-12-29T15:02:00.000Z";"2023-12-29T01:44:00.000Z";"2781";0.7978356797;0.8407707226;0.7637991209;0.8051717567;244840641.73;831953752.47;1033262462.93;"2023-12-29T23:59:59.999Z"
"2023-12-28T00:00:00.000Z";"2023-12-28T23:59:59.999Z";"2023-12-28T12:01:00.000Z";"2023-12-28T14:53:00.000Z";"2781";0.8292625768;0.8613209165;0.7804745377;0.7978074354;251437251.9;824344475.66;1033262462.93;"2023-12-28T23:59:59.999Z"
"2023-12-27T00:00:00.000Z";"2023-12-27T23:59:59.999Z";"2023-12-27T00:24:00.000Z";"2023-12-27T07:17:00.000Z";"2781";0.8863789383;0.9155520086;0.8248354535;0.8292562188;305595527.81;856839323;1033262462.93;"2023-12-27T23:59:59.999Z"
"2023-12-26T00:00:00.000Z";"2023-12-26T23:59:59.999Z";"2023-12-26T22:58:00.000Z";"2023-12-26T17:43:00.000Z";"2781";0.8164761626;0.906266422;0.8022598741;0.8861493447;568932627.3;915624854.46;1033262462.93;"2023-12-26T23:59:59.999Z"
"2023-12-25T00:00:00.000Z";"2023-12-25T23:59:59.999Z";"2023-12-25T22:46:00.000Z";"2023-12-25T02:39:00.000Z";"2781";0.7158724302;0.8244531617;0.7142461166;0.81647142;300572020.84;843629270.35;1033262462.93;"2023-12-25T23:59:59.999Z"
"2023-12-24T00:00:00.000Z";"2023-12-24T23:59:59.999Z";"2023-12-24T00:01:00.000Z";"2023-12-24T22:53:00.000Z";"2781";0.7518313677;0.753184009;0.7096445694;0.7160396999;220575124.19;739856943.86;1033262462.93;"2023-12-24T23:59:59.999Z"
"2023-12-23T00:00:00.000Z";"2023-12-23T23:59:59.999Z";"2023-12-23T23:35:00.000Z";"2023-12-23T00:04:00.000Z";"2781";0.6962104314;0.7569057756;0.6947831208;0.7510621947;364966851.71;776044373.08;1033262462.93;"2023-12-23T23:59:59.999Z"
"2023-12-22T00:00:00.000Z";"2023-12-22T23:59:59.999Z";"2023-12-22T01:10:00.000Z";"2023-12-22T07:38:00.000Z";"2781";0.6885428935;0.6993852022;0.6602933728;0.6963654981;192095773.25;719528329.72;1033262462.93;"2023-12-22T23:59:59.999Z"
"2023-12-21T00:00:00.000Z";"2023-12-21T23:59:59.999Z";"2023-12-21T05:23:00.000Z";"2023-12-21T14:48:00.000Z";"2781";0.6865118822;0.7146338079;0.6729087047;0.6885911388;259754333.62;711495376.04;1033262462.93;"2023-12-21T23:59:59.999Z"
"2023-12-20T00:00:00.000Z";"2023-12-20T23:59:59.999Z";"2023-12-20T07:55:00.000Z";"2023-12-20T02:11:00.000Z";"2781";0.6794367859;0.7391837536;0.6476710588;0.6863169396;511472797.51;709145531.4;1033262462.93;"2023-12-20T23:59:59.999Z"
"2023-12-19T00:00:00.000Z";"2023-12-19T23:59:59.999Z";"2023-12-19T19:11:00.000Z";"2023-12-19T00:34:00.000Z";"2781";0.6095181681;0.7161871266;0.6065285191;0.6796845464;381061358.83;702292528.46;1033262462.93;"2023-12-19T23:59:59.999Z"
"2023-12-18T00:00:00.000Z";"2023-12-18T23:59:59.999Z";"2023-12-18T00:46:00.000Z";"2023-12-18T10:38:00.000Z";"2781";0.6111475921;0.6175004183;0.5680293655;0.6093828125;125696613.91;629652385.74;1033262462.93;"2023-12-18T23:59:59.999Z"
"2023-12-17T00:00:00.000Z";"2023-12-17T23:59:59.999Z";"2023-12-17T00:41:00.000Z";"2023-12-17T14:36:00.000Z";"2781";0.6313703635;0.6352969276;0.6071441779;0.611365166;94738147.51;631700677.21;1033262462.93;"2023-12-17T23:59:59.999Z"
